entity,iso_code,date,indicator,value,continent,total_deaths,new_deaths,icu_patients,hosp_patients,hospital_beds_per_thousand,population
Netherlands,NLD,2021-10-17,Daily ICU occupancy,118.0,Europe,18282.0,49.0,118.0,325.0,3.32,17564020.0
Netherlands,NLD,2021-10-17,Daily ICU occupancy per million,6.718,Europe,18282.0,49.0,118.0,325.0,3.32,17564020.0
Netherlands,NLD,2021-10-17,Daily hospital occupancy,325.0,Europe,18282.0,49.0,118.0,325.0,3.32,17564020.0
Netherlands,NLD,2021-10-17,Daily hospital occupancy per million,18.504,Europe,18282.0,49.0,118.0,325.0,3.32,17564020.0
Netherlands,NLD,2021-10-17,Weekly new ICU admissions,89.0,Europe,18282.0,49.0,118.0,325.0,3.32,17564020.0
Netherlands,NLD,2021-10-17,Weekly new ICU admissions per million,5.067,Europe,18282.0,49.0,118.0,325.0,3.32,17564020.0
Netherlands,NLD,2021-10-17,Weekly new hospital admissions,383.0,Europe,18282.0,49.0,118.0,325.0,3.32,17564020.0
Netherlands,NLD,2021-10-17,Weekly new hospital admissions per million,21.806,Europe,18282.0,49.0,118.0,325.0,3.32,17564020.0
Netherlands,NLD,2021-10-24,Daily ICU occupancy,159.0,Europe,18364.0,82.0,159.0,484.0,3.32,17564020.0
Netherlands,NLD,2021-10-24,Daily ICU occupancy per million,9.053,Europe,18364.0,82.0,159.0,484.0,3.32,17564020.0
Netherlands,NLD,2021-10-24,Daily hospital occupancy,484.0,Europe,18364.0,82.0,159.0,484.0,3.32,17564020.0
Netherlands,NLD,2021-10-24,Daily hospital occupancy per million,27.556,Europe,18364.0,82.0,159.0,484.0,3.32,17564020.0
Netherlands,NLD,2021-10-24,Weekly new ICU admissions,122.0,Europe,18364.0,82.0,159.0,484.0,3.32,17564020.0
Netherlands,NLD,2021-10-24,Weekly new ICU admissions per million,6.946,Europe,18364.0,82.0,159.0,484.0,3.32,17564020.0
Netherlands,NLD,2021-10-24,Weekly new hospital admissions,608.0,Europe,18364.0,82.0,159.0,484.0,3.32,17564020.0
Netherlands,NLD,2021-10-24,Weekly new hospital admissions per million,34.616,Europe,18364.0,82.0,159.0,484.0,3.32,17564020.0
Netherlands,NLD,2021-10-31,Daily ICU occupancy,202.0,Europe,18506.0,142.0,202.0,804.0,3.32,17564020.0
Netherlands,NLD,2021-10-31,Daily ICU occupancy per million,11.501,Europe,18506.0,142.0,202.0,804.0,3.32,17564020.0
Netherlands,NLD,2021-10-31,Daily hospital occupancy,804.0,Europe,18506.0,142.0,202.0,804.0,3.32,17564020.0
Netherlands,NLD,2021-10-31,Daily hospital occupancy per million,45.775,Europe,18506.0,142.0,202.0,804.0,3.32,17564020.0
Netherlands,NLD,2021-10-31,Weekly new ICU admissions,121.0,Europe,18506.0,142.0,202.0,804.0,3.32,17564020.0
Netherlands,NLD,2021-10-31,Weekly new ICU admissions per million,6.889,Europe,18506.0,142.0,202.0,804.0,3.32,17564020.0
Netherlands,NLD,2021-10-31,Weekly new hospital admissions,887.0,Europe,18506.0,142.0,202.0,804.0,3.32,17564020.0
Netherlands,NLD,2021-10-31,Weekly new hospital admissions per million,50.501,Europe,18506.0,142.0,202.0,804.0,3.32,17564020.0
Netherlands,NLD,2021-11-07,Daily ICU occupancy,284.0,Europe,18680.0,174.0,284.0,1049.0,3.32,17564020.0
Netherlands,NLD,2021-11-07,Daily ICU occupancy per million,16.169,Europe,18680.0,174.0,284.0,1049.0,3.32,17564020.0
Netherlands,NLD,2021-11-07,Daily hospital occupancy,1049.0,Europe,18680.0,174.0,284.0,1049.0,3.32,17564020.0
Netherlands,NLD,2021-11-07,Daily hospital occupancy per million,59.724,Europe,18680.0,174.0,284.0,1049.0,3.32,17564020.0
Netherlands,NLD,2021-11-07,Weekly new ICU admissions,178.0,Europe,18680.0,174.0,284.0,1049.0,3.32,17564020.0
Netherlands,NLD,2021-11-07,Weekly new ICU admissions per million,10.134,Europe,18680.0,174.0,284.0,1049.0,3.32,17564020.0
Netherlands,NLD,2021-11-07,Weekly new hospital admissions,1163.0,Europe,18680.0,174.0,284.0,1049.0,3.32,17564020.0
Netherlands,NLD,2021-11-07,Weekly new hospital admissions per million,66.215,Europe,18680.0,174.0,284.0,1049.0,3.32,17564020.0
Netherlands,NLD,2021-11-14,Daily ICU occupancy,345.0,Europe,18882.0,202.0,345.0,1309.0,3.32,17564020.0
Netherlands,NLD,2021-11-14,Daily ICU occupancy per million,19.642,Europe,18882.0,202.0,345.0,1309.0,3.32,17564020.0
Netherlands,NLD,2021-11-14,Daily hospital occupancy,1309.0,Europe,18882.0,202.0,345.0,1309.0,3.32,17564020.0
Netherlands,NLD,2021-11-14,Daily hospital occupancy per million,74.527,Europe,18882.0,202.0,345.0,1309.0,3.32,17564020.0
Netherlands,NLD,2021-11-14,Weekly new ICU admissions,212.0,Europe,18882.0,202.0,345.0,1309.0,3.32,17564020.0
Netherlands,NLD,2021-11-14,Weekly new ICU admissions per million,12.07,Europe,18882.0,202.0,345.0,1309.0,3.32,17564020.0
Netherlands,NLD,2021-11-14,Weekly new hospital admissions,1392.0,Europe,18882.0,202.0,345.0,1309.0,3.32,17564020.0
Netherlands,NLD,2021-11-14,Weekly new hospital admissions per million,79.253,Europe,18882.0,202.0,345.0,1309.0,3.32,17564020.0
Netherlands,NLD,2021-11-21,Daily ICU occupancy,425.0,Europe,19229.0,347.0,425.0,1645.0,3.32,17564020.0
Netherlands,NLD,2021-11-21,Daily ICU occupancy per million,24.197,Europe,19229.0,347.0,425.0,1645.0,3.32,17564020.0
Netherlands,NLD,2021-11-21,Daily hospital occupancy,1645.0,Europe,19229.0,347.0,425.0,1645.0,3.32,17564020.0
Netherlands,NLD,2021-11-21,Daily hospital occupancy per million,93.657,Europe,19229.0,347.0,425.0,1645.0,3.32,17564020.0
Netherlands,NLD,2021-11-21,Weekly new ICU admissions,269.0,Europe,19229.0,347.0,425.0,1645.0,3.32,17564020.0
Netherlands,NLD,2021-11-21,Weekly new ICU admissions per million,15.315,Europe,19229.0,347.0,425.0,1645.0,3.32,17564020.0
Netherlands,NLD,2021-11-21,Weekly new hospital admissions,1825.0,Europe,19229.0,347.0,425.0,1645.0,3.32,17564020.0
Netherlands,NLD,2021-11-21,Weekly new hospital admissions per million,103.906,Europe,19229.0,347.0,425.0,1645.0,3.32,17564020.0
Netherlands,NLD,2021-11-28,Daily ICU occupancy,508.0,Europe,19648.0,419.0,508.0,1829.0,3.32,17564020.0
Netherlands,NLD,2021-11-28,Daily ICU occupancy per million,28.923,Europe,19648.0,419.0,508.0,1829.0,3.32,17564020.0
Netherlands,NLD,2021-11-28,Daily hospital occupancy,1829.0,Europe,19648.0,419.0,508.0,1829.0,3.32,17564020.0
Netherlands,NLD,2021-11-28,Daily hospital occupancy per million,104.133,Europe,19648.0,419.0,508.0,1829.0,3.32,17564020.0
Netherlands,NLD,2021-11-28,Weekly new ICU admissions,324.0,Europe,19648.0,419.0,508.0,1829.0,3.32,17564020.0
Netherlands,NLD,2021-11-28,Weekly new ICU admissions per million,18.447,Europe,19648.0,419.0,508.0,1829.0,3.32,17564020.0
Netherlands,NLD,2021-11-28,Weekly new hospital admissions,2101.0,Europe,19648.0,419.0,508.0,1829.0,3.32,17564020.0
Netherlands,NLD,2021-11-28,Weekly new hospital admissions per million,119.62,Europe,19648.0,419.0,508.0,1829.0,3.32,17564020.0
Netherlands,NLD,2021-12-05,Daily ICU occupancy,547.0,Europe,20081.0,433.0,547.0,1731.0,3.32,17564020.0
Netherlands,NLD,2021-12-05,Daily ICU occupancy per million,31.143,Europe,20081.0,433.0,547.0,1731.0,3.32,17564020.0
Netherlands,NLD,2021-12-05,Daily hospital occupancy,1731.0,Europe,20081.0,433.0,547.0,1731.0,3.32,17564020.0
Netherlands,NLD,2021-12-05,Daily hospital occupancy per million,98.554,Europe,20081.0,433.0,547.0,1731.0,3.32,17564020.0
Netherlands,NLD,2021-12-05,Weekly new ICU admissions,293.0,Europe,20081.0,433.0,547.0,1731.0,3.32,17564020.0
Netherlands,NLD,2021-12-05,Weekly new ICU admissions per million,16.682,Europe,20081.0,433.0,547.0,1731.0,3.32,17564020.0
Netherlands,NLD,2021-12-05,Weekly new hospital admissions,2027.0,Europe,20081.0,433.0,547.0,1731.0,3.32,17564020.0
Netherlands,NLD,2021-12-05,Weekly new hospital admissions per million,115.406,Europe,20081.0,433.0,547.0,1731.0,3.32,17564020.0
Netherlands,NLD,2021-12-12,Daily ICU occupancy,586.0,Europe,20495.0,414.0,586.0,1776.0,3.32,17564020.0
Netherlands,NLD,2021-12-12,Daily ICU occupancy per million,33.364,Europe,20495.0,414.0,586.0,1776.0,3.32,17564020.0
Netherlands,NLD,2021-12-12,Daily hospital occupancy,1776.0,Europe,20495.0,414.0,586.0,1776.0,3.32,17564020.0
Netherlands,NLD,2021-12-12,Daily hospital occupancy per million,101.116,Europe,20495.0,414.0,586.0,1776.0,3.32,17564020.0
Netherlands,NLD,2021-12-12,Weekly new ICU admissions,292.0,Europe,20495.0,414.0,586.0,1776.0,3.32,17564020.0
Netherlands,NLD,2021-12-12,Weekly new ICU admissions per million,16.625,Europe,20495.0,414.0,586.0,1776.0,3.32,17564020.0
Netherlands,NLD,2021-12-12,Weekly new hospital admissions,1932.0,Europe,20495.0,414.0,586.0,1776.0,3.32,17564020.0
Netherlands,NLD,2021-12-12,Weekly new hospital admissions per million,109.998,Europe,20495.0,414.0,586.0,1776.0,3.32,17564020.0
Netherlands,NLD,2021-12-19,Daily ICU occupancy,537.0,Europe,20787.0,292.0,537.0,1299.0,3.32,17564020.0
Netherlands,NLD,2021-12-19,Daily ICU occupancy per million,30.574,Europe,20787.0,292.0,537.0,1299.0,3.32,17564020.0
Netherlands,NLD,2021-12-19,Daily hospital occupancy,1299.0,Europe,20787.0,292.0,537.0,1299.0,3.32,17564020.0
Netherlands,NLD,2021-12-19,Daily hospital occupancy per million,73.958,Europe,20787.0,292.0,537.0,1299.0,3.32,17564020.0
Netherlands,NLD,2021-12-19,Weekly new ICU admissions,237.0,Europe,20787.0,292.0,537.0,1299.0,3.32,17564020.0
Netherlands,NLD,2021-12-19,Weekly new ICU admissions per million,13.493,Europe,20787.0,292.0,537.0,1299.0,3.32,17564020.0
Netherlands,NLD,2021-12-19,Weekly new hospital admissions,1397.0,Europe,20787.0,292.0,537.0,1299.0,3.32,17564020.0
Netherlands,NLD,2021-12-19,Weekly new hospital admissions per million,79.538,Europe,20787.0,292.0,537.0,1299.0,3.32,17564020.0
Netherlands,NLD,2021-12-26,Daily ICU occupancy,454.0,Europe,20960.0,173.0,454.0,1068.0,3.32,17564020.0
Netherlands,NLD,2021-12-26,Daily ICU occupancy per million,25.848,Europe,20960.0,173.0,454.0,1068.0,3.32,17564020.0
Netherlands,NLD,2021-12-26,Daily hospital occupancy,1068.0,Europe,20960.0,173.0,454.0,1068.0,3.32,17564020.0
Netherlands,NLD,2021-12-26,Daily hospital occupancy per million,60.806,Europe,20960.0,173.0,454.0,1068.0,3.32,17564020.0
Netherlands,NLD,2021-12-26,Weekly new ICU admissions,182.0,Europe,20960.0,173.0,454.0,1068.0,3.32,17564020.0
Netherlands,NLD,2021-12-26,Weekly new ICU admissions per million,10.362,Europe,20960.0,173.0,454.0,1068.0,3.32,17564020.0
Netherlands,NLD,2021-12-26,Weekly new hospital admissions,1126.0,Europe,20960.0,173.0,454.0,1068.0,3.32,17564020.0
Netherlands,NLD,2021-12-26,Weekly new hospital admissions per million,64.108,Europe,20960.0,173.0,454.0,1068.0,3.32,17564020.0
Netherlands,NLD,2022-01-02,Daily ICU occupancy,386.0,Europe,21092.0,132.0,386.0,859.0,3.32,17564020.0
Netherlands,NLD,2022-01-02,Daily ICU occupancy per million,21.977,Europe,21092.0,132.0,386.0,859.0,3.32,17564020.0
Netherlands,NLD,2022-01-02,Daily hospital occupancy,859.0,Europe,21092.0,132.0,386.0,859.0,3.32,17564020.0
Netherlands,NLD,2022-01-02,Daily hospital occupancy per million,48.907,Europe,21092.0,132.0,386.0,859.0,3.32,17564020.0
Netherlands,NLD,2022-01-02,Weekly new ICU admissions,164.0,Europe,21092.0,132.0,386.0,859.0,3.32,17564020.0
Netherlands,NLD,2022-01-02,Weekly new ICU admissions per million,9.337,Europe,21092.0,132.0,386.0,859.0,3.32,17564020.0
Netherlands,NLD,2022-01-02,Weekly new hospital admissions,1032.0,Europe,21092.0,132.0,386.0,859.0,3.32,17564020.0
Netherlands,NLD,2022-01-02,Weekly new hospital admissions per million,58.756,Europe,21092.0,132.0,386.0,859.0,3.32,17564020.0
Netherlands,NLD,2022-01-09,Daily ICU occupancy,317.0,Europe,21177.0,85.0,317.0,773.0,3.32,17564020.0
Netherlands,NLD,2022-01-09,Daily ICU occupancy per million,18.048,Europe,21177.0,85.0,317.0,773.0,3.32,17564020.0
Netherlands,NLD,2022-01-09,Daily hospital occupancy,773.0,Europe,21177.0,85.0,317.0,773.0,3.32,17564020.0
Netherlands,NLD,2022-01-09,Daily hospital occupancy per million,44.01,Europe,21177.0,85.0,317.0,773.0,3.32,17564020.0
Netherlands,NLD,2022-01-09,Weekly new ICU admissions,118.0,Europe,21177.0,85.0,317.0,773.0,3.32,17564020.0
Netherlands,NLD,2022-01-09,Weekly new ICU admissions per million,6.718,Europe,21177.0,85.0,317.0,773.0,3.32,17564020.0
Netherlands,NLD,2022-01-09,Weekly new hospital admissions,883.0,Europe,21177.0,85.0,317.0,773.0,3.32,17564020.0
Netherlands,NLD,2022-01-09,Weekly new hospital admissions per million,50.273,Europe,21177.0,85.0,317.0,773.0,3.32,17564020.0
Netherlands,NLD,2022-01-16,Daily ICU occupancy,245.0,Europe,21236.0,59.0,245.0,595.0,3.32,17564020.0
Netherlands,NLD,2022-01-16,Daily ICU occupancy per million,13.949,Europe,21236.0,59.0,245.0,595.0,3.32,17564020.0
Netherlands,NLD,2022-01-16,Daily hospital occupancy,595.0,Europe,21236.0,59.0,245.0,595.0,3.32,17564020.0
Netherlands,NLD,2022-01-16,Daily hospital occupancy per million,33.876,Europe,21236.0,59.0,245.0,595.0,3.32,17564020.0
Netherlands,NLD,2022-01-16,Weekly new ICU admissions,103.0,Europe,21236.0,59.0,245.0,595.0,3.32,17564020.0
Netherlands,NLD,2022-01-16,Weekly new ICU admissions per million,5.864,Europe,21236.0,59.0,245.0,595.0,3.32,17564020.0
Netherlands,NLD,2022-01-16,Weekly new hospital admissions,780.0,Europe,21236.0,59.0,245.0,595.0,3.32,17564020.0
Netherlands,NLD,2022-01-16,Weekly new hospital admissions per million,44.409,Europe,21236.0,59.0,245.0,595.0,3.32,17564020.0
Netherlands,NLD,2022-01-23,Daily ICU occupancy,183.0,Europe,21299.0,63.0,183.0,589.0,3.32,17564020.0
Netherlands,NLD,2022-01-23,Daily ICU occupancy per million,10.419,Europe,21299.0,63.0,183.0,589.0,3.32,17564020.0
Netherlands,NLD,2022-01-23,Daily hospital occupancy,589.0,Europe,21299.0,63.0,183.0,589.0,3.32,17564020.0
Netherlands,NLD,2022-01-23,Daily hospital occupancy per million,33.534,Europe,21299.0,63.0,183.0,589.0,3.32,17564020.0
Netherlands,NLD,2022-01-23,Weekly new ICU admissions,68.0,Europe,21299.0,63.0,183.0,589.0,3.32,17564020.0
Netherlands,NLD,2022-01-23,Weekly new ICU admissions per million,3.872,Europe,21299.0,63.0,183.0,589.0,3.32,17564020.0
Netherlands,NLD,2022-01-23,Weekly new hospital admissions,756.0,Europe,21299.0,63.0,183.0,589.0,3.32,17564020.0
Netherlands,NLD,2022-01-23,Weekly new hospital admissions per million,43.043,Europe,21299.0,63.0,183.0,589.0,3.32,17564020.0
Netherlands,NLD,2022-01-30,Daily ICU occupancy,135.0,Europe,21352.0,53.0,135.0,718.0,3.32,17564020.0
Netherlands,NLD,2022-01-30,Daily ICU occupancy per million,7.686,Europe,21352.0,53.0,135.0,718.0,3.32,17564020.0
Netherlands,NLD,2022-01-30,Daily hospital occupancy,718.0,Europe,21352.0,53.0,135.0,718.0,3.32,17564020.0
Netherlands,NLD,2022-01-30,Daily hospital occupancy per million,40.879,Europe,21352.0,53.0,135.0,718.0,3.32,17564020.0
Netherlands,NLD,2022-01-30,Weekly new ICU admissions,80.0,Europe,21352.0,53.0,135.0,718.0,3.32,17564020.0
Netherlands,NLD,2022-01-30,Weekly new ICU admissions per million,4.555,Europe,21352.0,53.0,135.0,718.0,3.32,17564020.0
Netherlands,NLD,2022-01-30,Weekly new hospital admissions,1008.0,Europe,21352.0,53.0,135.0,718.0,3.32,17564020.0
Netherlands,NLD,2022-01-30,Weekly new hospital admissions per million,57.39,Europe,21352.0,53.0,135.0,718.0,3.32,17564020.0
Netherlands,NLD,2022-02-06,Daily ICU occupancy,148.0,Europe,21424.0,72.0,148.0,881.0,3.32,17564020.0
Netherlands,NLD,2022-02-06,Daily ICU occupancy per million,8.426,Europe,21424.0,72.0,148.0,881.0,3.32,17564020.0
Netherlands,NLD,2022-02-06,Daily hospital occupancy,881.0,Europe,21424.0,72.0,148.0,881.0,3.32,17564020.0
Netherlands,NLD,2022-02-06,Daily hospital occupancy per million,50.159,Europe,21424.0,72.0,148.0,881.0,3.32,17564020.0
Netherlands,NLD,2022-02-06,Weekly new ICU admissions,105.0,Europe,21424.0,72.0,148.0,881.0,3.32,17564020.0
Netherlands,NLD,2022-02-06,Weekly new ICU admissions per million,5.978,Europe,21424.0,72.0,148.0,881.0,3.32,17564020.0
Netherlands,NLD,2022-02-06,Weekly new hospital admissions,1238.0,Europe,21424.0,72.0,148.0,881.0,3.32,17564020.0
Netherlands,NLD,2022-02-06,Weekly new hospital admissions per million,70.485,Europe,21424.0,72.0,148.0,881.0,3.32,17564020.0
Netherlands,NLD,2022-02-13,Daily ICU occupancy,118.0,Europe,21514.0,90.0,118.0,974.0,3.32,17564020.0
Netherlands,NLD,2022-02-13,Daily ICU occupancy per million,6.718,Europe,21514.0,90.0,118.0,974.0,3.32,17564020.0
Netherlands,NLD,2022-02-13,Daily hospital occupancy,974.0,Europe,21514.0,90.0,118.0,974.0,3.32,17564020.0
Netherlands,NLD,2022-02-13,Daily hospital occupancy per million,55.454,Europe,21514.0,90.0,118.0,974.0,3.32,17564020.0
Netherlands,NLD,2022-02-13,Weekly new ICU admissions,97.0,Europe,21514.0,90.0,118.0,974.0,3.32,17564020.0
Netherlands,NLD,2022-02-13,Weekly new ICU admissions per million,5.523,Europe,21514.0,90.0,118.0,974.0,3.32,17564020.0
Netherlands,NLD,2022-02-13,Weekly new hospital admissions,1299.0,Europe,21514.0,90.0,118.0,974.0,3.32,17564020.0
Netherlands,NLD,2022-02-13,Weekly new hospital admissions per million,73.958,Europe,21514.0,90.0,118.0,974.0,3.32,17564020.0
Netherlands,NLD,2022-02-20,Daily ICU occupancy,119.0,Europe,21609.0,95.0,119.0,1023.0,3.32,17564020.0
Netherlands,NLD,2022-02-20,Daily ICU occupancy per million,6.775,Europe,21609.0,95.0,119.0,1023.0,3.32,17564020.0
Netherlands,NLD,2022-02-20,Daily hospital occupancy,1023.0,Europe,21609.0,95.0,119.0,1023.0,3.32,17564020.0
Netherlands,NLD,2022-02-20,Daily hospital occupancy per million,58.244,Europe,21609.0,95.0,119.0,1023.0,3.32,17564020.0
Netherlands,NLD,2022-02-20,Weekly new ICU admissions,94.0,Europe,21609.0,95.0,119.0,1023.0,3.32,17564020.0
Netherlands,NLD,2022-02-20,Weekly new ICU admissions per million,5.352,Europe,21609.0,95.0,119.0,1023.0,3.32,17564020.0
Netherlands,NLD,2022-02-20,Weekly new hospital admissions,1226.0,Europe,21609.0,95.0,119.0,1023.0,3.32,17564020.0
Netherlands,NLD,2022-02-20,Weekly new hospital admissions per million,69.802,Europe,21609.0,95.0,119.0,1023.0,3.32,17564020.0
Netherlands,NLD,2022-02-27,Daily ICU occupancy,119.0,Europe,21668.0,59.0,119.0,833.0,3.32,17564020.0
Netherlands,NLD,2022-02-27,Daily ICU occupancy per million,6.775,Europe,21668.0,59.0,119.0,833.0,3.32,17564020.0
Netherlands,NLD,2022-02-27,Daily hospital occupancy,833.0,Europe,21668.0,59.0,119.0,833.0,3.32,17564020.0
Netherlands,NLD,2022-02-27,Daily hospital occupancy per million,47.427,Europe,21668.0,59.0,119.0,833.0,3.32,17564020.0
Netherlands,NLD,2022-02-27,Weekly new ICU admissions,89.0,Europe,21668.0,59.0,119.0,833.0,3.32,17564020.0
Netherlands,NLD,2022-02-27,Weekly new ICU admissions per million,5.067,Europe,21668.0,59.0,119.0,833.0,3.32,17564020.0
Netherlands,NLD,2022-02-27,Weekly new hospital admissions,1019.0,Europe,21668.0,59.0,119.0,833.0,3.32,17564020.0
Netherlands,NLD,2022-02-27,Weekly new hospital admissions per million,58.016,Europe,21668.0,59.0,119.0,833.0,3.32,17564020.0
Netherlands,NLD,2022-03-06,Daily ICU occupancy,123.0,Europe,21738.0,70.0,123.0,850.0,3.32,17564020.0
Netherlands,NLD,2022-03-06,Daily ICU occupancy per million,7.003,Europe,21738.0,70.0,123.0,850.0,3.32,17564020.0
Netherlands,NLD,2022-03-06,Daily hospital occupancy,850.0,Europe,21738.0,70.0,123.0,850.0,3.32,17564020.0
Netherlands,NLD,2022-03-06,Daily hospital occupancy per million,48.394,Europe,21738.0,70.0,123.0,850.0,3.32,17564020.0
Netherlands,NLD,2022-03-06,Weekly new ICU admissions,83.0,Europe,21738.0,70.0,123.0,850.0,3.32,17564020.0
Netherlands,NLD,2022-03-06,Weekly new ICU admissions per million,4.726,Europe,21738.0,70.0,123.0,850.0,3.32,17564020.0
Netherlands,NLD,2022-03-06,Weekly new hospital admissions,1045.0,Europe,21738.0,70.0,123.0,850.0,3.32,17564020.0
Netherlands,NLD,2022-03-06,Weekly new hospital admissions per million,59.497,Europe,21738.0,70.0,123.0,850.0,3.32,17564020.0
Netherlands,NLD,2022-03-13,Daily ICU occupancy,118.0,Europe,21816.0,78.0,118.0,1260.0,3.32,17564020.0
Netherlands,NLD,2022-03-13,Daily ICU occupancy per million,6.718,Europe,21816.0,78.0,118.0,1260.0,3.32,17564020.0
Netherlands,NLD,2022-03-13,Daily hospital occupancy,1260.0,Europe,21816.0,78.0,118.0,1260.0,3.32,17564020.0
Netherlands,NLD,2022-03-13,Daily hospital occupancy per million,71.738,Europe,21816.0,78.0,118.0,1260.0,3.32,17564020.0
Netherlands,NLD,2022-03-13,Weekly new ICU admissions,99.0,Europe,21816.0,78.0,118.0,1260.0,3.32,17564020.0
Netherlands,NLD,2022-03-13,Weekly new ICU admissions per million,5.637,Europe,21816.0,78.0,118.0,1260.0,3.32,17564020.0
Netherlands,NLD,2022-03-13,Weekly new hospital admissions,1501.0,Europe,21816.0,78.0,118.0,1260.0,3.32,17564020.0
Netherlands,NLD,2022-03-13,Weekly new hospital admissions per million,85.459,Europe,21816.0,78.0,118.0,1260.0,3.32,17564020.0
Netherlands,NLD,2022-03-20,Daily ICU occupancy,97.0,Europe,21913.0,97.0,97.0,1344.0,3.32,17564020.0
Netherlands,NLD,2022-03-20,Daily ICU occupancy per million,5.523,Europe,21913.0,97.0,97.0,1344.0,3.32,17564020.0
Netherlands,NLD,2022-03-20,Daily hospital occupancy,1344.0,Europe,21913.0,97.0,97.0,1344.0,3.32,17564020.0
Netherlands,NLD,2022-03-20,Daily hospital occupancy per million,76.52,Europe,21913.0,97.0,97.0,1344.0,3.32,17564020.0
Netherlands,NLD,2022-03-20,Weekly new ICU admissions,110.0,Europe,21913.0,97.0,97.0,1344.0,3.32,17564020.0
Netherlands,NLD,2022-03-20,Weekly new ICU admissions per million,6.263,Europe,21913.0,97.0,97.0,1344.0,3.32,17564020.0
Netherlands,NLD,2022-03-20,Weekly new hospital admissions,1638.0,Europe,21913.0,97.0,97.0,1344.0,3.32,17564020.0
Netherlands,NLD,2022-03-20,Weekly new hospital admissions per million,93.259,Europe,21913.0,97.0,97.0,1344.0,3.32,17564020.0
Netherlands,NLD,2022-03-27,Daily ICU occupancy,120.0,Europe,22020.0,107.0,120.0,1310.0,3.32,17564020.0
Netherlands,NLD,2022-03-27,Daily ICU occupancy per million,6.832,Europe,22020.0,107.0,120.0,1310.0,3.32,17564020.0
Netherlands,NLD,2022-03-27,Daily hospital occupancy,1310.0,Europe,22020.0,107.0,120.0,1310.0,3.32,17564020.0
Netherlands,NLD,2022-03-27,Daily hospital occupancy per million,74.584,Europe,22020.0,107.0,120.0,1310.0,3.32,17564020.0
Netherlands,NLD,2022-03-27,Weekly new ICU admissions,129.0,Europe,22020.0,107.0,120.0,1310.0,3.32,17564020.0
Netherlands,NLD,2022-03-27,Weekly new ICU admissions per million,7.345,Europe,22020.0,107.0,120.0,1310.0,3.32,17564020.0
Netherlands,NLD,2022-03-27,Weekly new hospital admissions,1563.0,Europe,22020.0,107.0,120.0,1310.0,3.32,17564020.0
Netherlands,NLD,2022-03-27,Weekly new hospital admissions per million,88.989,Europe,22020.0,107.0,120.0,1310.0,3.32,17564020.0
Netherlands,NLD,2022-04-03,Daily ICU occupancy,83.0,Europe,22102.0,82.0,83.0,1125.0,3.32,17564020.0
Netherlands,NLD,2022-04-03,Daily ICU occupancy per million,4.726,Europe,22102.0,82.0,83.0,1125.0,3.32,17564020.0
Netherlands,NLD,2022-04-03,Daily hospital occupancy,1125.0,Europe,22102.0,82.0,83.0,1125.0,3.32,17564020.0
Netherlands,NLD,2022-04-03,Daily hospital occupancy per million,64.051,Europe,22102.0,82.0,83.0,1125.0,3.32,17564020.0
Netherlands,NLD,2022-04-03,Weekly new ICU admissions,98.0,Europe,22102.0,82.0,83.0,1125.0,3.32,17564020.0
Netherlands,NLD,2022-04-03,Weekly new ICU admissions per million,5.58,Europe,22102.0,82.0,83.0,1125.0,3.32,17564020.0
Netherlands,NLD,2022-04-03,Weekly new hospital admissions,1314.0,Europe,22102.0,82.0,83.0,1125.0,3.32,17564020.0
Netherlands,NLD,2022-04-03,Weekly new hospital admissions per million,74.812,Europe,22102.0,82.0,83.0,1125.0,3.32,17564020.0
Netherlands,NLD,2022-04-10,Daily ICU occupancy,74.0,Europe,22165.0,63.0,74.0,872.0,3.32,17564020.0
Netherlands,NLD,2022-04-10,Daily ICU occupancy per million,4.213,Europe,22165.0,63.0,74.0,872.0,3.32,17564020.0
Netherlands,NLD,2022-04-10,Daily hospital occupancy,872.0,Europe,22165.0,63.0,74.0,872.0,3.32,17564020.0
Netherlands,NLD,2022-04-10,Daily hospital occupancy per million,49.647,Europe,22165.0,63.0,74.0,872.0,3.32,17564020.0
Netherlands,NLD,2022-04-10,Weekly new ICU admissions,61.0,Europe,22165.0,63.0,74.0,872.0,3.32,17564020.0
Netherlands,NLD,2022-04-10,Weekly new ICU admissions per million,3.473,Europe,22165.0,63.0,74.0,872.0,3.32,17564020.0
Netherlands,NLD,2022-04-10,Weekly new hospital admissions,1007.0,Europe,22165.0,63.0,74.0,872.0,3.32,17564020.0
Netherlands,NLD,2022-04-10,Weekly new hospital admissions per million,57.333,Europe,22165.0,63.0,74.0,872.0,3.32,17564020.0
Portugal,PRT,2020-03-22,Daily ICU occupancy,41.0,Europe,26.0,26.0,41.0,169.0,3.39,10270857.0
Portugal,PRT,2020-03-22,Daily ICU occupancy per million,3.992,Europe,26.0,26.0,41.0,169.0,3.39,10270857.0
Portugal,PRT,2020-03-22,Daily hospital occupancy,169.0,Europe,26.0,26.0,41.0,169.0,3.39,10270857.0
Portugal,PRT,2020-03-22,Daily hospital occupancy per million,16.454,Europe,26.0,26.0,41.0,169.0,3.39,10270857.0
Portugal,PRT,2020-03-29,Daily ICU occupancy,138.0,Europe,150.0,124.0,138.0,486.0,3.39,10270857.0
Portugal,PRT,2020-03-29,Daily ICU occupancy per million,13.436,Europe,150.0,124.0,138.0,486.0,3.39,10270857.0
